1. ID: 2 | Name: AIIMS, New Delhi | State: Delhi | Fees: 1628
293. ID: 346 | Name: Autonomous State Medical College, Kaushambi | State: Uttar Pradesh | Fees: 36000
294. ID: 347 | Name: Government Medical College, Kallakurichi | State: Tamil Nadu | Fees: 18073
295. ID: 348 | Name: Autonomous State Medical College, Gonda | State: Uttar Pradesh | Fees: 40800
296. ID: 349 | Name: Sheikh Bhikhari Medical College & Hospital, Hazaribagh | State: Jharkhand | Fees: 3180
297. ID: 350 | Name: Government Medical College, Ramanathapuram | State: Tamil Nadu | Fees: 18073
298. ID: 351 | Name: Autonomous State Medical College, Kushinagar Uttar Pradesh | State: Uttar Pradesh | Fees: 40800
299. ID: 352 | Name: Government Medical College, Latur | State: Maharashtra | Fees: 163630
300. ID: 353 | Name: Government Medical College and General Hospital, Satara | State: Maharashtra | Fees: 171100
301. ID: 354 | Name: Bankura Sammilani Medical College, Bankura | State: West Bengal | Fees: 9166
302. ID: 355 | Name: Government Medical College, Singrauli | State: Madhya Pradesh | Fees: 114000
303. ID: 356 | Name: Baba Kinaram Autonomous State Medical College, Chandauli | State: Uttar Pradesh | Fees: 40800
304. ID: 357 | Name: Vijayanagar Institute of Medical Sciences, Bellary | State: Karnataka | Fees: 70160
305. ID: 359 | Name: Government Medical College, Nagapattinam | State: Tamil Nadu | Fees: 18073
306. ID: 360 | Name: SH VSANTR RAO NAIK Government Medical College, Yavatmal | State: Maharashtra | Fees: 165600
307. ID: 361 | Name: Karwar Institute of Medical Sciences, Karwar | State: Karnataka | Fees: 55000
308. ID: 362 | Name: Pt Raghunath Murmu Medical College, Baripada | State: Odisha | Fees: 51950
309. ID: 363 | Name: Government Medical College, Mahbubnagar | State: Telangana | Fees: 41000
310. ID: 364 | Name: Assam Medical College, Dibrugarh | State: Assam | Fees: 24000
311. ID: 365 | Name: Government Medical College and District General Hospital, Ratnagiri | State: Maharashtra | Fees: 166100
312. ID: 366 | Name: Bhima Bhoi Medical College and Hospital, Balangir | State: Odisha | Fees: 41450
313. ID: 367 | Name: Government Medical College, Mahabubnagar | State: Telangana | Fees: 64000
314. ID: 368 | Name: Swami Ramanand Teerth Rural Medical College, Ambajogai | State: Maharashtra | Fees: 171350
315. ID: 369 | Name: C Institute of Medical Sciences, Chamrajnagar | State: Karnataka | Fees: 82000
316. ID: 370 | Name: Government Medical College, Amravati | State: Maharashtra | Fees: 169900
317. ID: 371 | Name: Lt L.A.M Government Medical College, Raigarh | State: Chhattisgarh | Fees: 50000
318. ID: 372 | Name: Government Medical College, Gondia | State: Maharashtra | Fees: 166800
319. ID: 373 | Name: Government Medical College, Rajouri | State: Jammu & Kashmir | Fees: 26250
320. ID: 374 | Name: Government Medical College, Anantnag | State: Jammu & Kashmir | Fees: 34215
321. ID: 375 | Name: Rajiv Gandhi Institute of Medical Sciences, Adilabad | State: Telangana | Fees: 29000
322. ID: 376 | Name: Diamond Harbour Government Medical College | State: West Bengal | Fees: 6730
323. ID: 377 | Name: Government Medical College, Nandurbar | State: Maharashtra | Fees: 164730
324. ID: 378 | Name: Phulo Jhano Medical College, Dumka | State: Jharkhand | Fees: 20100
325. ID: 379 | Name: Chikkaballapura Institute of Medical Sciences, Karnataka | State: Karnataka | Fees: 85000
326. ID: 380 | Name: SVIMS Sri Padmavathi Medical College for Women, Tirupati | State: Andhra Pradesh | Fees: 95800
327. ID: 381 | Name: Midnapore Medical College, Midnapur | State: West Bengal | Fees: 11144
328. ID: 382 | Name: Rajiv Gandhi Institute of Medical Sciences, Kadapa | State: Andhra Pradesh | Fees: 10600
329. ID: 383 | Name: Government Medical College & Hospital, Diba Rajad | State: Maharashtra | Fees: 170746
330. ID: 384 | Name: Government Medical College, Doda | State: Jammu & Kashmir | Fees: 26250
331. ID: 385 | Name: Medinirai Medical College (previously known as Palamu Medical College), Jharkhand | State: Jharkhand | Fees: 39200
332. ID: 386 | Name: Bidar Institute of Medical Sciences, Bidar | State: Karnataka | Fees: 71750
333. ID: 387 | Name: Rajmata Shrimati Devendra Kumari Singhdeo Government Medical College, Ambikapur Surguja | State: Chhattisgarh | Fees: 53500
334. ID: 388 | Name: Government Medical College, Suryapet | State: Telangana | Fees: 29000
335. ID: 389 | Name: Regional Institute of Medical Sciences, Imphal | State: Manipur | Fees: 26000
336. ID: 390 | Name: Chandulal Chandrakar Memorial Government Medical College, Durg | State: Chhattisgarh | Fees: 30000
337. ID: 391 | Name: Government Medical College, Nizamabad | State: Telangana | Fees: 41000
338. ID: 392 | Name: GMERS Medical College, Morbi | State: Gujarat | Fees: 375000
339. ID: 393 | Name: Government Medical College, Anantapuram | State: Andhra Pradesh | Fees: 25600
340. ID: 394 | Name: Chikkamagaluru Institute of Medical Sciences | State: Karnataka | Fees: 83000
341. ID: 395 | Name: GMERS Medical College, Porbandar | State: Gujarat | Fees: 375000
342. ID: 396 | Name: Lt B.R.K Government Medical College, Jagdalpur | State: Chhattisgarh | Fees: 50000
343. ID: 397 | Name: Government Medical College, Siddipet | State: Telangana | Fees: 41000
344. ID: 398 | Name: Government Medical College, Quthbullapur | State: Telangana | Fees: 64000
345. ID: 399 | Name: Government Medical College, Nagolda | State: Telangana | Fees: 12000
346. ID: 400 | Name: Gadag Institute of Medical Sciences | State: Karnataka | Fees: 97750
347. ID: 401 | Name: Deben Mahata Government Medical College & Hospital | State: West Bengal | Fees: 6520
348. ID: 402 | Name: Raichur Institute of Medical Sciences, Raichur | State: Karnataka | Fees: 80000
349. ID: 403 | Name: Government Medical College & Hospital, Jajpur | State: West Bengal | Fees: 11144
350. ID: 404 | Name: Murshidabad Medical Hospital, Murshidabad | State: West Bengal | Fees: 6520
351. ID: 405 | Name: Government Medical College, Parbhani | State: Maharashtra | Fees: 152100
352. ID: 406 | Name: MALDA Medical College, Malda | State: West Bengal | Fees: 6500
353. ID: 407 | Name: Government Medical College, Osmanabad | State: Maharashtra | Fees: 167650
354. ID: 408 | Name: Government Medical College, Sindhudurg | State: Maharashtra | Fees: 166100
355. ID: 409 | Name: RIMS, Ongole | State: Andhra Pradesh | Fees: 27600
356. ID: 410 | Name: Government Medical College, Buldhana | State: Maharashtra | Fees: 171316
357. ID: 411 | Name: Pratila Chandra Sen Government Medical College & Hospital, Arambagh | State: West Bengal | Fees: 6500
358. ID: 412 | Name: Sarat Chandra Chattopadhyay Government Medical College & Hospital, Uluberia | State: West Bengal | Fees: 6644
359. ID: 413 | Name: Government Medical College, Mahasamund Chhattisgarh | State: Chhattisgarh | Fees: 49500
360. ID: 414 | Name: Government Medical College and Hospital, Jagdalpur Odisha | State: Odisha | Fees: 41450
361. ID: 415 | Name: Government Medical College, Sundargarh | State: Odisha | Fees: 37950
362. ID: 416 | Name: Kalinga Government Medical College | State: West Bengal | Fees: 6392
363. ID: 417 | Name: RIMS Srikakulam | State: Andhra Pradesh | Fees: 25600
364. ID: 418 | Name: Koppal Institute of Medical Sciences | State: Karnataka | Fees: 80650
365. ID: 419 | Name: Jorhat Medical College and Hospital, Jorhat | State: Assam | Fees: 23900
366. ID: 420 | Name: Tamralipto Government Medical College & Hospital, West Bengal | State: West Bengal | Fees: 6644
367. ID: 421 | Name: Government Medical College, Sangareddy | State: Telangana | Fees: 64000
368. ID: 422 | Name: Pragjyotishpur Medical College | State: Assam | Fees: 32400
369. ID: 423 | Name: Government Medical College and Hospital, Koraput | State: Odisha | Fees: 37950
370. ID: 424 | Name: Silchar Medical College, Silcher | State: Assam | Fees: 17900
371. ID: 425 | Name: Government Medical College, Baramulla | State: Jammu & Kashmir | Fees: 37636
372. ID: 426 | Name: Government Medical College, Banda | State: Maharashtra | Fees: 151450
373. ID: 427 | Name: Haveri Institute of Medical Sciences, Karnataka | State: Karnataka | Fees: 86000
374. ID: 428 | Name: Rampurhat Government Medical College, Rampurhat | State: West Bengal | Fees: 6520
375. ID: 429 | Name: Government Medical College, Khammam | State: Telangana | Fees: 41000
376. ID: 430 | Name: Government Medical College, Ramagundam | State: Telangana | Fees: 64000
377. ID: 431 | Name: Government Medical College, Gadchiroli | State: Maharashtra | Fees: 178740
378. ID: 432 | Name: Maharaja Jitendra Narayan Medical College and Hospital, Coochbehar | State: West Bengal | Fees: 6500
379. ID: 433 | Name: Government Medical College, Kanker | State: Chhattisgarh | Fees: 50000
380. ID: 434 | Name: Government Medical College, Jajpur | State: Maharashtra | Fees: 169837
381. ID: 435 | Name: Government Medical College, Nagarkurnool | State: Telangana | Fees: 29000
382. ID: 436 | Name: Jhargam Government Medical College and Hospital, West Bengal | State: West Bengal | Fees: 8144
383. ID: 437 | Name: Yadgiri Institute of Medical Sciences, Yadgiri | State: Karnataka | Fees: 79100
384. ID: 438 | Name: Government Medical College, Korba (C.G.) | State: Chhattisgarh | Fees: 50000
385. ID: 439 | Name: Government Medical College, Mahababad | State: Telangana | Fees: 41000
386. ID: 440 | Name: Shaeed Laxman Nayak Medical College and Hospital, Koraput | State: Odisha | Fees: 51950
387. ID: 441 | Name: Government Medical College, Handwara | State: Jammu & Kashmir | Fees: 34215
388. ID: 442 | Name: Government Medical College, Washim | State: Maharashtra | Fees: 169536
389. ID: 443 | Name: Chitradurga Medical College and Research Institute | State: Karnataka | Fees: 75570
390. ID: 444 | Name: Government Medical College, Hingoli | State: Maharashtra | Fees: 157100
391. ID: 445 | Name: GMC, Rajamahendravaram | State: Andhra Pradesh | Fees: 15000
392. ID: 446 | Name: GMERS Medical College, Panchmahal Godhra | State: Gujarat | Fees: 375000
393. ID: 447 | Name: Government Medical College, Eluru | State: Andhra Pradesh | Fees: 26500
394. ID: 448 | Name: Fakhruddin Ali Ahmed Medical College, Barpeta | State: Assam | Fees: 23900
395. ID: 449 | Name: Government Medical College, Nandyal | State: Andhra Pradesh | Fees: 15000
396. ID: 450 | Name: Tezpur Medical College, Tezpur | State: Assam | Fees: 24900
397. ID: 451 | Name: Government Medical College, Yadadri | State: Telangana | Fees: 41000
398. ID: 452 | Name: Government Medical College, Jagital | State: Telangana | Fees: 64000
399. ID: 453 | Name: Government Medical College, Karimnagar Telangana | State: Telangana | Fees: 41000
400. ID: 454 | Name: Government Medical College, Wanaparthy | State: Telangana | Fees: 64000
401. ID: 456 | Name: Fakir Mohan Pradhan Medical College & Hospital, Jajpur Odisha | State: Odisha | Fees: 36900
402. ID: 457 | Name: Shillong Medical College, Meghalaya | State: Meghalaya | Fees: 30000
403. ID: 458 | Name: Government Medical College, Rajanna Sircilla | State: Telangana | Fees: 41000
404. ID: 459 | Name: Andaman and Nicobar Islands Institute of Medical Sciences | State: Andaman & Nicobar Islands | Fees: 79100
405. ID: 460 | Name: GMERS Medical College, Rajpipla | State: Gujarat | Fees: 375000
406. ID: 461 | Name: GMC Lingasugur | State: Telangana | Fees: 41000
407. ID: 462 | Name: Shaheed Rodo Majhi Medical College & Hospital, Bhawanipatna | State: Odisha | Fees: 41450
408. ID: 463 | Name: Government Medical College, Narsampet | State: Telangana | Fees: 41000
409. ID: 464 | Name: Government Medical College, College Machilipatnam | State: Andhra Pradesh | Fees: 30000
410. ID: 465 | Name: Government Medical College, Mancherial | State: Telangana | Fees: 64000
411. ID: 466 | Name: Government Medical College, Jorhat | State: Telangana | Fees: 64000
412. ID: 467 | Name: Agartala Government Medical College, Agartala | State: Tripura | Fees: 115500
413. ID: 468 | Name: Government Medical College, Narayanpet Telangana | State: Telangana | Fees: 64000
414. ID: 469 | Name: Government Medical College, Vizianagaram | State: Andhra Pradesh | Fees: 15000
415. ID: 470 | Name: Government Medical College, Thalassery Village, Padern | State: Andhra Pradesh | Fees: 15000
416. ID: 471 | Name: Government Medical College, Bhadradri Kothagudem | State: Telangana | Fees: 41000
417. ID: 472 | Name: Government Medical College, Eedlak | State: Telangana | Fees: 76000
418. ID: 473 | Name: Government Medical College, North Lakhimpur Assam | State: Assam | Fees: 24900
419. ID: 474 | Name: Dhubri Medical College, Assam | State: Assam | Fees: 24900
420. ID: 476 | Name: Government Medical College & Hospital, Khulna | State: Odisha | Fees: 36900
421. ID: 477 | Name: Government Medical College, Kodangal | State: Telangana | Fees: 47200
422. ID: 478 | Name: Government Medical College, Mulugu Telangana | State: Telangana | Fees: 41000
423. ID: 479 | Name: Government Medical College, Kumuram Bheem Asifabad | State: Telangana | Fees: 41000
424. ID: 480 | Name: Diphu Medical College & Hospital, Assam | State: Assam | Fees: 30000
425. ID: 481 | Name: Government Medical College, Jayashankar Bhupalpally | State: Telangana | Fees: 41000
426. ID: 482 | Name: Government Medical College, Churachandpur | State: Manipur | Fees: 4500
427. ID: 483 | Name: Kokrajhar Medical College | State: Assam | Fees: 24900
428. ID: 484 | Name: Tomo Riba Institute Health and Medical Sciences, Naharlagun | State: Arunachal Pradesh | Fees: 77100
429. ID: 485 | Name: Naharlagun Medical College & Hospital, Naharlagun | State: Assam | Fees: 2500
430. ID: 486 | Name: JNIMS, Imphal | State: Manipur | Fees: 45700
431. ID: 487 | Name: Nagaon Medical College | State: Assam | Fees: 23900
432. ID: 488 | Name: Tinsukia Medical College & Hospital, Tinsukia | State: Assam | Fees: 24000
433. ID: 489 | Name: Zoram Medical College, Falkawn | State: Mizoram | Fees: 96850
434. ID: 490 | Name: Nagaland Institute of Medical Sciences and Research Phriebage, Kohima | State: Nagaland | Fees: 161500
